views,mature,life_time,created_at,updated_at,numeric_id,dead_account,language,affiliate
7217,0,683,2016-11-28,2018-10-12,8853,0,CS,0
3571,1,350,2017-10-26,2018-10-11,8854,0,RU,1
2807,0,1604,2014-05-14,2018-10-04,8855,0,EN,1
2504,1,1458,2014-09-20,2018-09-17,8856,0,EN,1
20011,0,1316,2015-03-05,2018-10-11,8857,0,EN,1
3080,1,1704,2014-02-08,2018-10-09,8858,0,EN,1
48578,0,2319,2012-06-06,2018-10-12,8859,0,ES,1
5020,0,353,2017-10-24,2018-10-12,8860,0,JA,1
5832967,0,2442,2012-02-04,2018-10-12,8861,0,RU,0
3487,1,835,2016-06-29,2018-10-12,8862,0,EN,1
1506,0,1371,2015-01-08,2018-10-10,8863,0,EN,1
622,0,1038,2015-12-09,2018-10-12,8864,0,EN,1
257,0,2149,2012-04-05,2018-02-22,8865,1,EN,0
2312,1,308,2017-12-08,2018-10-12,8866,0,EN,1
1266,0,634,2017-01-09,2018-10-05,8867,0,ES,0
24875,0,1268,2015-04-23,2018-10-12,8868,0,CS,1
966,1,677,2016-12-04,2018-10-12,8869,0,ES,0
38739,1,3592,2008-12-08,2018-10-09,8870,0,EN,1
7823,1,3228,2009-12-05,2018-10-07,8871,0,EN,1
1278,0,1665,2014-03-01,2018-09-21,8872,0,EN,1
3626,0,1517,2014-06-13,2018-08-08,8873,0,EN,0
12423,1,1111,2015-09-15,2018-09-30,8874,0,FR,1
3311,0,1150,2015-08-19,2018-10-12,8875,0,PL,1
3447,0,1709,2014-02-01,2018-10-07,8876,0,EN,1
1839,0,2131,2012-12-07,2018-10-08,8877,0,EN,1
10482,1,1372,2015-01-09,2018-10-12,8878,0,EN,1
9891,1,1443,2014-10-30,2018-10-12,8879,0,EN,0
2318,0,1272,2015-04-19,2018-10-12,8880,0,DE,1
123675,0,2009,2013-04-12,2018-10-12,8881,0,PL,1
530,0,1388,2014-12-11,2018-09-29,8882,0,EN,0
710,0,1641,2014-04-14,2018-10-11,8883,0,DE,0
3390,1,1585,2014-05-10,2018-09-11,8884,0,EN,0
8597,0,1198,2015-06-28,2018-10-08,8885,0,RU,1
63294,1,1724,2014-01-16,2018-10-06,8886,0,EN,1
1615,1,3006,2010-06-25,2018-09-17,8887,0,EN,0
863,0,1693,2013-12-28,2018-08-17,8888,0,EN,0
1669,0,1673,2014-03-13,2018-10-11,8889,0,EN,0
76181,1,1975,2013-05-16,2018-10-12,8890,0,EN,1
48669,1,1066,2015-11-10,2018-10-11,8891,0,DE,1
42955,1,1614,2014-05-12,2018-10-12,8892,0,EN,1
259,0,1791,2013-11-16,2018-10-12,8893,0,EN,0
6303458,0,3737,2008-07-04,2018-09-27,8894,0,EN,0
53229,1,1347,2015-02-03,2018-10-12,8895,0,EN,1
2457,1,1312,2015-03-01,2018-10-03,8896,0,FR,0
222185,0,2484,2011-12-16,2018-10-04,8897,0,EN,0
1021,1,1560,2014-07-05,2018-10-12,8898,0,EN,1
4038,1,2348,2012-04-29,2018-10-03,8899,0,EN,0
26127,0,2099,2013-01-12,2018-10-12,8900,0,EN,1
16935,0,1327,2015-02-15,2018-10-04,8901,0,EN,1
2162,1,1995,2013-03-21,2018-09-06,8902,0,EN,0
17271,1,2099,2013-01-08,2018-10-08,8903,0,EN,1
7084,0,2293,2012-07-01,2018-10-11,8904,0,EN,1
52766,1,1849,2013-09-19,2018-10-12,8905,0,EN,1
6452,0,2192,2012-10-10,2018-10-11,8906,0,EN,0
1554,0,1541,2014-05-17,2018-08-05,8907,0,EN,0
4721,1,3036,2010-06-06,2018-09-28,8908,0,EN,1
4622,1,3594,2008-11-21,2018-09-24,8909,0,EN,0
18667,0,1676,2014-03-02,2018-10-03,8910,0,EN,1
951,0,241,2018-01-21,2018-09-19,8911,0,EN,1
2682,1,2313,2012-05-12,2018-09-11,8912,0,EN,0
1976,1,1560,2014-07-02,2018-10-09,8913,0,EN,0
774,1,1358,2015-01-04,2018-09-23,8914,0,EN,0
1879,1,1788,2013-11-13,2018-10-06,8915,0,EN,0
1555,0,1976,2013-05-14,2018-10-11,8916,0,EN,0
401,0,1628,2014-04-21,2018-10-05,8917,0,OTHER,0
390,0,477,2013-08-28,2014-12-18,8918,1,OTHER,0
859702,0,2528,2011-11-10,2018-10-12,8919,0,EN,0
1868,1,612,2017-02-04,2018-10-09,8920,0,EN,1
983,1,1486,2014-09-02,2018-09-27,8921,0,EN,0
2259,1,2658,2011-07-02,2018-10-11,8922,0,DE,0
1277,0,2610,2011-08-20,2018-10-12,8923,0,EN,0
8195,1,587,2017-03-04,2018-10-12,8924,0,EN,1
568,0,1831,2013-08-13,2018-08-18,8925,0,EN,0
2633,1,1997,2013-04-24,2018-10-12,8926,0,EN,1
509,1,897,2016-04-28,2018-10-12,8927,0,EN,0
7801,0,588,2017-03-03,2018-10-12,8928,0,EN,0
8277,0,737,2016-10-04,2018-10-11,8929,0,EN,1
623631,1,1921,2013-07-09,2018-10-12,8930,0,DE,0
1979,0,2062,2013-01-18,2018-09-11,8931,0,EN,0
3812,1,548,2017-04-08,2018-10-08,8932,0,EN,1
11577,1,1041,2015-12-05,2018-10-11,8933,0,DE,1
9774,1,1169,2015-07-31,2018-10-12,8934,0,EN,1
6264,1,1366,2015-01-13,2018-10-10,8935,0,EN,1
1287,0,1417,2014-11-24,2018-10-11,8936,0,EN,0
1215,0,1844,2013-08-25,2018-09-12,8937,0,EN,0
2059,1,1206,2015-06-23,2018-10-11,8938,0,EN,1
932,1,473,2017-06-16,2018-10-02,8939,0,EN,0
40631,0,2025,2013-03-27,2018-10-12,8940,0,ES,1
1195,1,1723,2014-01-23,2018-10-12,8941,0,EN,0
2923,0,1676,2014-03-03,2018-10-04,8942,0,EN,1
22188,0,942,2016-03-14,2018-10-12,8943,0,TR,1
365,0,1418,2014-11-17,2018-10-05,8944,0,EN,0
7617,0,941,2016-03-08,2018-10-05,8945,0,EN,0
3769,1,1808,2013-10-30,2018-10-12,8946,0,EN,1
3366,1,1384,2014-12-24,2018-10-08,8947,0,EN,1
1920,1,1661,2014-03-26,2018-10-12,8948,0,EN,1
10518,1,2575,2011-08-30,2018-09-17,8949,0,RU,0
791,1,1848,2013-08-14,2018-09-05,8950,0,ZH,0
496,0,1793,2013-11-13,2018-10-11,8951,0,EN,0
52897,1,935,2016-03-21,2018-10-12,8952,0,DE,1
35562,0,2064,2013-02-16,2018-10-12,8953,0,EN,0
100,0,1899,2013-07-12,2018-09-23,8954,0,EN,0
2128,0,2534,2011-11-04,2018-10-12,8955,0,EN,1
544,0,946,2016-03-05,2018-10-07,8956,0,EN,0
1806,0,2100,2013-01-11,2018-10-12,8957,0,FI,0
7621,0,1861,2013-09-07,2018-10-12,8958,0,JA,1
4073,1,1954,2013-06-05,2018-10-11,8959,0,SV,0
435,1,2482,2011-12-26,2018-10-12,8960,0,EN,0
133,0,817,2016-04-10,2018-07-06,8961,1,EN,0
48544,1,3521,2009-02-19,2018-10-11,8962,0,EN,1
949,1,1638,2014-04-18,2018-10-12,8963,0,DE,1
598,0,2073,2013-01-22,2018-09-26,8964,0,EN,0
4890,1,1011,2016-01-05,2018-10-12,8965,0,EN,1
1937,0,1517,2014-07-27,2018-09-21,8966,0,EN,0
10442,0,2845,2010-12-28,2018-10-12,8967,0,EN,1
961,1,1082,2015-10-21,2018-10-07,8968,0,EN,0
26413,1,1803,2013-11-02,2018-10-10,8969,0,EN,1
14936,0,1801,2013-11-02,2018-10-08,8970,0,EN,1
1685,1,1361,2015-01-18,2018-10-10,8971,0,EN,0
37283,0,2095,2013-01-15,2018-10-11,8972,0,EN,0
6354,0,1938,2013-06-22,2018-10-12,8973,0,DE,1
275,0,1563,2013-11-28,2018-03-10,8974,1,OTHER,0
3549,1,1428,2014-10-21,2018-09-18,8975,0,EN,0
3438,0,1676,2014-03-10,2018-10-11,8976,0,EN,1
3806,0,873,2016-05-22,2018-10-12,8977,0,EN,1
1747,0,785,2016-08-12,2018-10-06,8978,0,EN,0
44381,1,1330,2015-02-09,2018-10-01,8979,0,EN,1
2381,0,1991,2013-04-27,2018-10-09,8980,0,EN,1
726,1,1926,2013-05-28,2018-09-05,8981,0,EN,0
3793,1,1741,2014-01-03,2018-10-10,8982,0,ES,1
2223,0,1947,2013-06-03,2018-10-02,8983,0,EN,1
4323,0,2441,2012-02-02,2018-10-09,8984,0,EN,0
6465,0,728,2016-10-11,2018-10-09,8985,0,EN,1
25751,1,2609,2011-08-21,2018-10-12,8986,0,EN,0
781,0,1679,2014-03-07,2018-10-11,8987,0,DE,0
4088,0,2155,2012-11-14,2018-10-09,8988,0,FR,0
38,0,1075,2015-10-12,2018-09-21,8989,0,EN,0
984,1,1554,2014-07-06,2018-10-07,8990,0,EN,0
5499,1,285,2017-12-28,2018-10-09,8991,0,EN,1
15787,1,1750,2013-12-27,2018-10-12,8992,0,EN,1
4501,0,2054,2013-02-23,2018-10-09,8993,0,JA,1
94712,1,1900,2013-07-30,2018-10-12,8994,0,EN,1
120415,0,2357,2012-04-24,2018-10-07,8995,0,EN,0
2334,0,1824,2013-10-06,2018-10-04,8996,0,EN,1
92915,1,1664,2014-03-23,2018-10-12,8997,0,ZH,1
23986,1,1563,2014-07-02,2018-10-12,8998,0,EN,1
2238,0,1013,2016-01-03,2018-10-12,8999,0,EN,1
10138,1,1935,2013-06-25,2018-10-12,9000,0,EN,1
380,0,825,2016-07-09,2018-10-12,9001,0,EN,0
18199,0,1967,2013-05-24,2018-10-12,9002,0,EN,1
11656,1,847,2016-06-17,2018-10-12,9003,0,EN,1
7683,0,827,2016-07-06,2018-10-11,9004,0,EN,1
1004,0,1774,2013-11-16,2018-09-25,9005,0,EN,1
3823,0,1180,2015-07-20,2018-10-12,9006,0,RU,0
2497,1,1693,2014-02-17,2018-10-07,9007,0,EN,1
10607,1,2215,2012-09-18,2018-10-12,9008,0,EN,1
1436,0,692,2016-11-19,2018-10-12,9009,0,EN,0
94201,1,1519,2014-08-13,2018-10-10,9010,0,EN,1
4561,1,640,2017-01-07,2018-10-09,9011,0,DE,1
249,0,1263,2015-04-27,2018-10-11,9012,0,EN,0
723,1,396,2017-09-10,2018-10-11,9013,0,EN,0
93152,1,1864,2013-09-04,2018-10-12,9014,0,EN,0
6949,1,477,2017-06-18,2018-10-08,9015,0,EN,1
2169,0,3329,2009-05-06,2018-06-17,9016,1,EN,0
75542,0,1715,2014-01-30,2018-10-11,9017,0,EN,0
3486,1,273,2018-01-12,2018-10-12,9018,0,EN,1
3236,0,1583,2014-06-02,2018-10-02,9019,0,CS,0
4634,1,1579,2014-06-10,2018-10-06,9020,0,EN,0
340,0,1700,2014-01-14,2018-09-10,9021,0,EN,0
5906,1,495,2017-05-10,2018-09-17,9022,0,EN,1
4440,0,1532,2014-08-01,2018-10-11,9023,0,EN,1
4229,1,1208,2015-06-20,2018-10-10,9024,0,EN,1
1318,1,2691,2011-05-11,2018-09-22,9025,0,EN,1
1231,1,1224,2015-06-03,2018-10-09,9026,0,EN,0
982,0,1155,2015-08-13,2018-10-11,9027,0,RU,0
48567,1,1827,2013-10-11,2018-10-12,9028,0,EN,0
5195,1,1315,2015-03-07,2018-10-12,9029,0,DE,1
8446,1,939,2016-03-16,2018-10-11,9030,0,EN,0
239456,0,1761,2013-12-16,2018-10-12,9031,0,PT,0
12977,0,1660,2014-03-27,2018-10-12,9032,0,ES,1
15265,1,1687,2014-02-28,2018-10-12,9033,0,EN,1
380,1,304,2017-11-02,2018-09-02,9034,0,EN,0
224,0,1055,2015-11-06,2018-09-26,9035,0,EN,0
3703,0,522,2017-05-08,2018-10-12,9036,0,EN,1
4609,0,1763,2013-12-14,2018-10-12,9037,0,EN,1
12390,1,1637,2014-04-18,2018-10-11,9038,0,EN,1
1658,0,1593,2014-05-31,2018-10-10,9039,0,EN,0
4783,1,2055,2012-12-20,2018-08-06,9040,0,EN,0
781,0,1977,2013-05-12,2018-10-10,9041,0,EN,0
761,0,1135,2015-09-03,2018-10-12,9042,0,EN,0
9444,0,1256,2015-04-25,2018-10-02,9043,0,EN,1
81821,0,1956,2012-10-06,2018-02-13,9044,1,EN,0
901,0,1984,2013-04-24,2018-09-29,9045,0,EN,0
1655,0,1645,2014-04-09,2018-10-10,9046,0,ES,0
7775,1,1230,2015-05-31,2018-10-12,9047,0,EN,1
999,1,2162,2012-10-11,2018-09-12,9048,0,EN,0
2050455,1,1883,2013-08-16,2018-10-12,9049,0,DE,0
2120,0,1588,2014-05-27,2018-10-01,9050,0,EN,0
14822,1,1996,2013-04-25,2018-10-12,9051,0,DE,0
1790,0,471,2017-06-22,2018-10-06,9052,0,EN,1
377,0,1657,2014-01-02,2018-07-17,9053,0,EN,0
28941,1,2028,2013-03-23,2018-10-11,9054,0,PL,0
318,0,952,2015-11-02,2018-06-11,9055,1,EN,0
30013,0,1723,2014-01-15,2018-10-04,9056,0,EN,1
292,0,1564,2014-05-29,2018-09-09,9057,0,EN,0
5227,0,1981,2013-05-10,2018-10-12,9058,0,EN,0
109,1,182,2017-12-12,2018-06-12,9059,1,EN,0
1317,0,257,2018-01-18,2018-10-02,9060,0,EN,1
17937,1,2210,2012-09-23,2018-10-12,9061,0,EN,0
2197,1,2053,2013-02-26,2018-10-11,9062,0,EN,0
426,1,2786,2011-02-25,2018-10-12,9063,0,EN,0
237,0,930,2016-03-22,2018-10-08,9064,0,EN,0
27821,1,2673,2011-06-07,2018-10-01,9065,0,EN,1
365,0,1181,2015-07-15,2018-10-08,9066,0,EN,0
9161,1,1595,2014-05-31,2018-10-12,9067,0,DE,1
5570823,0,1703,2014-02-12,2018-10-12,9068,0,EN,0
3329,1,313,2017-12-03,2018-10-12,9069,0,EN,1
17062,0,618,2017-02-01,2018-10-12,9070,0,EN,1
777,0,2077,2013-02-03,2018-10-12,9071,0,EN,0
1336,0,1236,2015-05-25,2018-10-12,9072,0,EN,1
1126,0,683,2016-11-28,2018-10-12,9073,0,EN,1
2941,0,339,2017-11-07,2018-10-12,9074,0,DE,1
566,1,731,2016-10-04,2018-10-05,9075,0,EN,0
5155,0,3056,2010-05-31,2018-10-12,9076,0,EN,1
17980,1,2491,2011-12-14,2018-10-09,9077,0,EN,0
13487,1,1417,2014-11-25,2018-10-12,9078,0,DE,1
17804,1,3817,2008-04-23,2018-10-05,9079,0,EN,1
3818,0,1352,2015-01-27,2018-10-10,9080,0,DA,0
791,0,642,2017-01-08,2018-10-12,9081,0,EN,0
12841,1,1348,2015-02-02,2018-10-12,9082,0,DE,1
5866,0,454,2017-07-11,2018-10-08,9083,0,EN,1
78,1,997,2016-01-14,2018-10-07,9084,0,EN,0
1721,0,563,2017-03-23,2018-10-07,9085,0,EN,1
11389,1,2656,2011-07-05,2018-10-12,9086,0,EN,1
288945,0,1960,2013-05-31,2018-10-12,9087,0,DE,0
1327,1,954,2016-03-01,2018-10-11,9088,0,EN,0
574,0,1530,2014-07-29,2018-10-06,9089,0,EN,0
2532,0,1176,2015-07-23,2018-10-11,9090,0,JA,1
28128,0,2363,2012-04-23,2018-10-12,9091,0,EN,1
20580,1,1177,2015-07-23,2018-10-12,9092,0,TH,1
2152,0,3195,2010-01-04,2018-10-04,9093,0,EN,0
4411,1,2681,2011-06-04,2018-10-06,9094,0,EN,1
30812,0,2388,2012-03-15,2018-09-28,9095,0,ZH,0
250,1,1193,2015-06-07,2018-09-12,9096,0,EN,0
68339,1,1956,2013-06-01,2018-10-09,9097,0,FR,1
964,0,2289,2012-07-06,2018-10-12,9098,0,EN,0
251536,1,2368,2012-04-09,2018-10-03,9099,0,EN,1
104487,1,2057,2013-02-23,2018-10-12,9100,0,EN,1
3383,0,1281,2015-04-10,2018-10-12,9101,0,ES,0
3871,0,1262,2015-04-21,2018-10-04,9102,0,RU,1
8267,1,2450,2012-01-27,2018-10-12,9103,0,EN,1
2253,1,339,2017-11-05,2018-10-10,9104,0,EN,0
1313,1,996,2015-12-07,2018-08-29,9105,0,RU,0
8518,1,925,2016-03-31,2018-10-12,9106,0,DE,1
387,1,1516,2014-08-18,2018-10-12,9107,0,EN,0
8824,1,1523,2014-08-11,2018-10-12,9108,0,DE,0
6979,0,1881,2013-08-14,2018-10-08,9109,0,EN,1
42898,1,784,2016-08-19,2018-10-12,9110,0,EN,1
926,1,2597,2011-09-02,2018-10-12,9111,0,EN,0
2119,1,1453,2014-10-19,2018-10-11,9112,0,EN,1
920,0,733,2016-10-09,2018-10-12,9113,0,EN,0
10852,1,2220,2012-09-13,2018-10-12,9114,0,EN,1
1994,1,1129,2015-08-02,2018-09-04,9115,0,EN,1
76088,1,257,2018-01-28,2018-10-12,9116,0,KO,0
2419,1,1723,2014-01-19,2018-10-08,9117,0,DE,0
12089,1,2248,2012-08-16,2018-10-12,9118,0,EN,0
36641,1,1537,2014-07-28,2018-10-12,9119,0,NO,1
256,0,859,2016-05-19,2018-09-25,9120,0,EN,0
5582,0,2318,2012-05-20,2018-09-24,9121,0,DE,0
1427,1,1026,2015-12-18,2018-10-09,9122,0,ES,0
581,0,932,2012-06-30,2015-01-18,9123,1,EN,0
7912,1,252,2018-02-02,2018-10-12,9124,0,EN,1
11371,1,969,2016-02-16,2018-10-12,9125,0,EN,1
1529,0,1487,2013-07-26,2017-08-21,9126,1,EN,0
6357,0,780,2016-08-23,2018-10-12,9127,0,ES,1
11406,1,1328,2015-02-22,2018-10-12,9128,0,EN,1
746,1,959,2016-01-31,2018-09-16,9129,0,EN,1
610,0,2247,2012-01-29,2018-03-25,9130,1,OTHER,0
768,0,1255,2015-05-05,2018-10-11,9131,0,EN,0
6187,0,648,2017-01-01,2018-10-11,9132,0,EN,0
445,1,1908,2013-07-12,2018-10-02,9133,0,EN,0
658,1,2186,2012-10-02,2018-09-27,9134,0,DE,0
1327,0,1744,2014-01-01,2018-10-11,9135,0,EN,0
2473,0,1534,2014-07-16,2018-09-27,9136,0,EN,0
1274,0,1666,2014-03-21,2018-10-12,9137,0,EN,0
417,0,211,2018-03-06,2018-10-03,9138,0,EN,0
2846,1,520,2017-05-10,2018-10-12,9139,0,EN,1
1552,0,1391,2014-10-25,2018-08-16,9140,0,DE,0
16078,0,1399,2014-12-13,2018-10-12,9141,0,KO,1
3909,0,1124,2015-09-14,2018-10-12,9142,0,EN,1
1002,0,1463,2014-10-08,2018-10-10,9143,0,EN,1
1066,1,2199,2012-09-05,2018-09-13,9144,0,EN,1
1529804,1,1673,2014-03-14,2018-10-12,9145,0,EN,0
32,0,602,2017-01-27,2018-09-21,9146,0,EN,0
1358,1,1508,2014-08-02,2018-09-18,9147,0,EN,0
6797,0,704,2016-11-07,2018-10-12,9148,0,EN,1
533,1,1743,2013-11-19,2018-08-28,9149,0,EN,0
4073,1,1381,2014-12-29,2018-10-10,9150,0,EN,1
2727,1,2077,2013-01-30,2018-10-08,9151,0,EN,0
5928,1,1574,2014-06-21,2018-10-12,9152,0,EN,0
2104,0,607,2017-02-12,2018-10-12,9153,0,PT,0
10025,1,199,2018-03-27,2018-10-12,9154,0,DE,1
1217,1,1636,2014-04-20,2018-10-12,9155,0,EN,0
6566,1,650,2016-12-30,2018-10-11,9156,0,FR,1
2199,0,1516,2014-08-13,2018-10-07,9157,0,EN,0
153,0,626,2017-01-24,2018-10-12,9158,0,EN,0
31952,1,1685,2014-03-02,2018-10-12,9159,0,EN,0
473,1,1147,2015-08-09,2018-09-29,9160,0,EN,1
7266,1,1294,2015-03-27,2018-10-11,9161,0,EN,1
268,0,585,2017-02-07,2018-09-15,9162,0,EN,0
1102,1,1233,2015-05-28,2018-10-12,9163,0,EN,1
4137,1,1668,2014-03-19,2018-10-12,9164,0,EN,1
23637,1,1736,2013-12-31,2018-10-02,9165,0,EN,1
1503,1,1860,2013-09-08,2018-10-12,9166,0,EN,0
1134,1,1254,2015-05-07,2018-10-12,9167,0,EN,0
5183,1,2327,2012-05-26,2018-10-09,9168,0,EN,0
397,1,1745,2014-01-01,2018-10-12,9169,0,EN,0
24653,0,1282,2015-04-08,2018-10-11,9170,0,EN,1
971,1,2251,2012-08-09,2018-10-08,9171,0,EN,0
841,0,196,2018-02-24,2018-09-08,9172,0,DE,0
857,0,952,2016-03-03,2018-10-11,9173,0,EN,0
50383,1,1399,2014-12-13,2018-10-12,9174,0,RU,1
1575,0,2729,2011-04-01,2018-09-20,9175,0,EN,0
23143,0,1805,2013-11-02,2018-10-12,9176,0,RU,0
2168,0,2736,2011-02-21,2018-08-19,9177,0,EN,0
69304,0,2717,2011-05-01,2018-10-08,9178,0,ES,0
18970,0,2624,2011-08-05,2018-10-11,9179,0,EN,1
12766,1,1122,2015-09-16,2018-10-12,9180,0,EN,0
58053,1,980,2016-02-05,2018-10-12,9181,0,EN,1
665,0,1376,2014-12-28,2018-10-04,9182,0,EN,0
573,1,1114,2015-09-09,2018-09-27,9183,0,EN,0
14580,0,2063,2013-02-17,2018-10-12,9184,0,EN,1
2729,0,1907,2013-07-20,2018-10-09,9185,0,EN,0
14525,1,305,2017-12-11,2018-10-12,9186,0,EN,1
460,0,1639,2014-03-27,2018-09-21,9187,0,EN,0
1506,0,1003,2016-01-13,2018-10-12,9188,0,EN,0
89157,1,2827,2011-01-14,2018-10-11,9189,0,EN,1
2722,0,467,2017-06-25,2018-10-05,9190,0,PT,1
1614575,0,1581,2014-06-14,2018-10-12,9191,0,PT,0
3291,1,1175,2015-07-02,2018-09-19,9192,0,EN,0
3094,1,1764,2013-12-13,2018-10-12,9193,0,EN,0
4354,1,548,2017-04-11,2018-10-11,9194,0,EN,1
27482,1,923,2016-04-01,2018-10-11,9195,0,EN,1
4281,0,323,2017-11-23,2018-10-12,9196,0,EN,1
3170,1,1570,2014-06-24,2018-10-11,9197,0,EN,1
1067,0,897,2016-01-30,2018-07-15,9198,0,EN,0
10357,1,1475,2014-09-21,2018-10-05,9199,0,EN,0
37425,0,3346,2009-08-03,2018-10-01,9200,0,ZH,0
331,1,2001,2013-03-06,2018-08-28,9201,0,EN,0
10384,1,625,2017-01-24,2018-10-11,9202,0,EN,1
221485,1,3217,2009-12-21,2018-10-12,9203,0,EN,0
1787,0,934,2016-03-21,2018-10-11,9204,0,EN,1
998,0,1359,2015-01-08,2018-09-28,9205,0,EN,0
2798,1,1897,2013-08-02,2018-10-12,9206,0,EN,1
6903,1,292,2017-12-23,2018-10-11,9207,0,EN,1
10722,0,647,2016-12-27,2018-10-05,9208,0,EN,1
2148,0,1036,2015-12-05,2018-10-06,9209,0,EN,1
61940,0,990,2016-01-26,2018-10-12,9210,0,PT,1
55377,0,2133,2012-12-09,2018-10-12,9211,0,DE,1
95374,1,1651,2014-04-05,2018-10-12,9212,0,EN,1
1018,1,2072,2013-01-31,2018-10-04,9213,0,EN,0
1077,0,2239,2012-07-31,2018-09-17,9214,0,EN,0
441,0,1459,2014-08-03,2018-08-01,9215,0,EN,0
462,0,1516,2014-07-13,2018-09-06,9216,0,EN,0
748,1,1789,2013-11-18,2018-10-12,9217,0,EN,0
624,0,1773,2013-12-04,2018-10-12,9218,0,RU,0
778,0,1837,2013-09-26,2018-10-07,9219,0,EN,0
335,0,1569,2014-06-15,2018-10-01,9220,0,EN,0
1872,1,1715,2014-01-31,2018-10-12,9221,0,EN,0
1646,1,1055,2015-11-04,2018-09-24,9222,0,ES,0
4356,1,595,2017-02-22,2018-10-10,9223,0,EN,1
4276,0,1039,2015-12-08,2018-10-12,9224,0,EN,1
3504,0,1422,2014-11-18,2018-10-10,9225,0,ZH,0
7241,1,414,2017-08-17,2018-10-05,9226,0,EN,1
17954,0,2174,2012-10-17,2018-09-30,9227,0,EN,1
140555,1,2775,2011-03-08,2018-10-12,9228,0,FR,1
1006,0,1195,2015-06-23,2018-09-30,9229,0,NL,0
119,0,1164,2015-07-19,2018-09-25,9230,0,EN,0
28340,1,1118,2015-09-20,2018-10-12,9231,0,EN,1
8963,0,2115,2012-12-27,2018-10-12,9232,0,EN,1
52624,1,858,2016-06-06,2018-10-12,9233,0,EN,1
1651,0,1134,2015-08-31,2018-10-08,9234,0,EN,1
4101,1,477,2017-06-21,2018-10-11,9235,0,DE,1
310078,1,2457,2012-01-20,2018-10-12,9236,0,DE,0
871,0,418,2017-08-16,2018-10-08,9237,0,FR,1
45248,1,976,2016-02-09,2018-10-12,9238,0,EN,0
1693,1,1619,2014-05-05,2018-10-10,9239,0,EN,0
1616,1,2817,2011-01-21,2018-10-08,9240,0,EN,0
6878,0,2249,2012-08-15,2018-10-12,9241,0,EN,1
239467,1,2252,2012-08-12,2018-10-12,9242,0,PL,1
3254,0,1827,2013-09-18,2018-09-19,9243,0,EN,0
253,1,1978,2013-04-08,2018-09-07,9244,0,EN,0
100188,1,2108,2012-12-28,2018-10-06,9245,0,EN,1
2072,1,1193,2015-07-07,2018-10-12,9246,0,EN,1
2318,0,2030,2013-03-07,2018-09-27,9247,0,EN,0
12891,1,2078,2013-01-29,2018-10-08,9248,0,EN,0
74600,0,1795,2013-11-11,2018-10-11,9249,0,DE,1
5539,0,2425,2012-02-18,2018-10-09,9250,0,EN,0
495,1,2528,2011-10-27,2018-09-28,9251,0,EN,0
9565,0,2926,2010-08-05,2018-08-09,9252,0,EN,0
739238,0,2122,2012-12-20,2018-10-12,9253,0,RU,0
1544,0,968,2016-02-17,2018-10-12,9254,0,EN,1
10334,1,1163,2015-08-06,2018-10-12,9255,0,EN,1
3935,1,1443,2014-10-30,2018-10-12,9256,0,EN,1
1816,0,1677,2014-01-10,2018-08-14,9257,0,ES,0
43629,1,1464,2014-10-09,2018-10-12,9258,0,FI,1
3139,0,1126,2015-09-12,2018-10-12,9259,0,EN,1
5858,0,693,2016-11-18,2018-10-12,9260,0,EN,1
1414038,0,1609,2014-05-17,2018-10-12,9261,0,EN,0
19014,0,3077,2010-05-06,2018-10-08,9262,0,ZH,1
1478,1,415,2017-08-12,2018-10-01,9263,0,EN,1
141725,1,1568,2014-06-26,2018-10-11,9264,0,EN,1
14533215,0,3516,2009-02-25,2018-10-12,9265,0,EN,0
1306,0,621,2017-01-10,2018-09-23,9266,0,EN,0
4879842,1,1603,2014-05-23,2018-10-12,9267,0,EN,0
942,0,1119,2015-08-20,2018-09-12,9268,0,RU,0
1229,1,1472,2014-09-27,2018-10-08,9269,0,EN,1
4618,0,591,2017-02-28,2018-10-12,9270,0,NL,1
2594,1,803,2016-07-31,2018-10-12,9271,0,EN,1
1532,1,482,2017-06-17,2018-10-12,9272,0,EN,1
9648,0,1430,2014-11-12,2018-10-12,9273,0,ES,1
4270,1,683,2016-11-28,2018-10-12,9274,0,EN,1
7238939,0,2628,2011-08-02,2018-10-12,9275,0,EN,0
2150,0,1138,2015-08-31,2018-10-12,9276,0,EN,0
1153,1,1903,2013-07-14,2018-09-29,9277,0,EN,0
10149,1,1208,2015-06-22,2018-10-12,9278,0,EN,1
1207,0,561,2017-03-30,2018-10-12,9279,0,EN,1
2400,0,1296,2015-03-26,2018-10-12,9280,0,OTHER,0
1355,0,1922,2013-06-12,2018-09-16,9281,0,EN,0
3043,0,2348,2012-05-03,2018-10-07,9282,0,EN,0
176,1,1421,2014-11-15,2018-10-06,9283,0,EN,0
3034,0,1754,2013-12-23,2018-10-12,9284,0,EN,0
6953,1,2051,2013-02-28,2018-10-11,9285,0,EN,1
15200,0,1490,2014-09-13,2018-10-12,9286,0,EN,0
2361,0,799,2016-08-03,2018-10-11,9287,0,EN,0
817,0,1707,2014-01-03,2018-09-06,9288,0,EN,0
3338,1,1772,2013-12-05,2018-10-12,9289,0,PT,0
23539,0,1082,2015-10-26,2018-10-12,9290,0,NL,1
2230,1,1342,2015-02-08,2018-10-12,9291,0,EN,1
1399257,0,2604,2011-08-26,2018-10-12,9292,0,EN,0
4274,0,3066,2010-05-16,2018-10-07,9293,0,EN,0
